Descriptio,Name,Latitude,Longitude,Number of Records,Path,Shapeid
Municipio,San Juan Chamelco,15.33346844,-90.1880722,1,1547,7
Municipio,San Juan Chamelco,15.33034515,-90.19172668,1,1548,7
Municipio,San Juan Chamelco,15.32924175,-90.19297791,1,1549,7
Municipio,San Juan Chamelco,15.33034325,-90.19688416,1,1550,7
Municipio,San Juan Chamelco,15.32962704,-90.19992828,1,1551,7
Municipio,San Juan Chamelco,15.32495308,-90.20455933,1,1552,7
Municipio,San Juan Chamelco,15.32162762,-90.21802521,1,1553,7
Municipio,San Juan Chamelco,15.32233238,-90.22042847,1,1554,7
Municipio,San Juan Chamelco,15.32619667,-90.22618103,1,1555,7
Municipio,San Juan Chamelco,15.32993317,-90.23139954,1,1556,7
Municipio,San Juan Chamelco,15.33611107,-90.24019623,1,1557,7
Municipio,San Juan Chamelco,15.3396759,-90.24580383,1,1558,7
Municipio,San Juan Chamelco,15.34105301,-90.2519989,1,1559,7
Municipio,San Juan Chamelco,15.34372807,-90.26229095,1,1560,7
Municipio,San Juan Chamelco,15.34388638,-90.26454926,1,1561,7
Municipio,San Juan Chamelco,15.34307194,-90.27054596,1,1562,7
Municipio,San Juan Chamelco,15.3448019,-90.27561188,1,1563,7
Municipio,San Juan Chamelco,15.34714222,-90.28321075,1,1564,7
Municipio,San Juan Chamelco,15.35548878,-90.28178406,1,1565,7
Municipio,San Juan Chamelco,15.35989857,-90.28443146,1,1566,7
Municipio,San Juan Chamelco,15.36343575,-90.28993225,1,1567,7
Municipio,San Juan Chamelco,15.37170506,-90.30139923,1,1568,7
Municipio,San Juan Chamelco,15.37234974,-90.30308533,1,1569,7
Municipio,San Juan Chamelco,15.36914063,-90.30934906,1,1570,7
Municipio,San Juan Chamelco,15.36803818,-90.31611633,1,1571,7
Municipio,San Juan Chamelco,15.36870766,-90.34050751,1,1572,7
Municipio,San Juan Chamelco,15.37147045,-90.3533783,1,1573,7
Municipio,San Juan Chamelco,15.37405396,-90.35513306,1,1574,7
Municipio,San Juan Chamelco,15.38032246,-90.35779572,1,1575,7
Municipio,San Juan Chamelco,15.38619328,-90.35932922,1,1576,7
Municipio,San Juan Chamelco,15.3913393,-90.36349487,1,1577,7
Municipio,San Juan Chamelco,15.39382362,-90.36652374,1,1578,7
Municipio,San Juan Chamelco,15.39610958,-90.36658478,1,1579,7
Municipio,San Juan Chamelco,15.40198517,-90.36655426,1,1580,7
Municipio,San Juan Chamelco,15.40550423,-90.36558533,1,1581,7
Municipio,San Juan Chamelco,15.41355896,-90.36448669,1,1582,7
Municipio,San Juan Chamelco,15.41649723,-90.36864471,1,1583,7
Municipio,San Juan Chamelco,15.41603374,-90.38176727,1,1584,7
Municipio,San Juan Chamelco,15.41908646,-90.38315582,1,1585,7
Municipio,San Juan Chamelco,15.42796993,-90.38259125,1,1586,7
Municipio,San Juan Chamelco,15.43005085,-90.38130951,1,1587,7
Municipio,San Juan Chamelco,15.43268108,-90.36472321,1,1588,7
Municipio,San Juan Chamelco,15.43359947,-90.35984039,1,1589,7
Municipio,San Juan Chamelco,15.43197441,-90.35830688,1,1590,7
Municipio,San Juan Chamelco,15.43709278,-90.34754944,1,1591,7
Municipio,San Juan Chamelco,15.43598843,-90.33525848,1,1592,7
Municipio,San Juan Chamelco,15.44425869,-90.32695007,1,1593,7
Municipio,San Juan Chamelco,15.43834686,-90.31008911,1,1594,7
Municipio,San Juan Chamelco,15.44181538,-90.30438995,1,1595,7
Municipio,San Juan Chamelco,15.44181061,-90.30157471,1,1596,7
Municipio,San Juan Chamelco,15.43776321,-90.29657745,1,1597,7
Municipio,San Juan Chamelco,15.43671036,-90.28858948,1,1598,7
Municipio,San Juan Chamelco,15.4372797,-90.28419495,1,1599,7
Municipio,San Juan Chamelco,15.43684196,-90.28318024,1,1600,7
Municipio,San Juan Chamelco,15.43705654,-90.28146362,1,1601,7
Municipio,San Juan Chamelco,15.43822384,-90.27787018,1,1602,7
Municipio,San Juan Chamelco,15.4371233,-90.27313232,1,1603,7
Municipio,San Juan Chamelco,15.44083118,-90.27224731,1,1604,7
Municipio,San Juan Chamelco,15.44294834,-90.26724243,1,1605,7
Municipio,San Juan Chamelco,15.44191647,-90.25979614,1,1606,7
Municipio,San Juan Chamelco,15.44073963,-90.25812531,1,1607,7
Municipio,San Juan Chamelco,15.43797493,-90.25238037,1,1608,7
Municipio,San Juan Chamelco,15.43499565,-90.24278259,1,1609,7
Municipio,San Juan Chamelco,15.43299103,-90.23190308,1,1610,7
Municipio,San Juan Chamelco,15.43133831,-90.22341156,1,1611,7
Municipio,San Juan Chamelco,15.43123055,-90.21276093,1,1612,7
Municipio,San Juan Chamelco,15.43131542,-90.20502472,1,1613,7
Municipio,San Juan Chamelco,15.42805576,-90.19631195,1,1614,7
Municipio,San Juan Chamelco,15.42570686,-90.19697571,1,1615,7
Municipio,San Juan Chamelco,15.4265976,-90.20102692,1,1616,7
Municipio,San Juan Chamelco,15.42445755,-90.20191193,1,1617,7
Municipio,San Juan Chamelco,15.42320442,-90.19970703,1,1618,7
Municipio,San Juan Chamelco,15.42003822,-90.19439697,1,1619,7
Municipio,San Juan Chamelco,15.4130249,-90.18908691,1,1620,7
Municipio,San Juan Chamelco,15.40660954,-90.18499756,1,1621,7
Municipio,San Juan Chamelco,15.40332127,-90.18048096,1,1622,7
Municipio,San Juan Chamelco,15.4049778,-90.17668915,1,1623,7
Municipio,San Juan Chamelco,15.40765762,-90.16997528,1,1624,7
Municipio,San Juan Chamelco,15.40659142,-90.16384888,1,1625,7
Municipio,San Juan Chamelco,15.40012646,-90.15948486,1,1626,7
Municipio,San Juan Chamelco,15.39714241,-90.15779114,1,1627,7
Municipio,San Juan Chamelco,15.39397907,-90.15133667,1,1628,7
Municipio,San Juan Chamelco,15.39463139,-90.14064026,1,1629,7
Municipio,San Juan Chamelco,15.39279366,-90.13092041,1,1630,7
Municipio,San Juan Chamelco,15.39151001,-90.12177277,1,1631,7
Municipio,San Juan Chamelco,15.38964844,-90.11348724,1,1632,7
Municipio,San Juan Chamelco,15.38782501,-90.10659027,1,1633,7
Municipio,San Juan Chamelco,15.37841892,-90.09363556,1,1634,7
Municipio,San Juan Chamelco,15.37141991,-90.09599304,1,1635,7
Municipio,San Pedro Carchá,15.69590855,-90.36256409,1,1636,8
Municipio,San Pedro Carchá,15.70016193,-90.35857391,1,1637,8
Municipio,San Pedro Carchá,15.70366764,-90.35926819,1,1638,8
Municipio,San Pedro Carchá,15.70465469,-90.36105347,1,1639,8
Municipio,San Pedro Carchá,15.7071209,-90.36169434,1,1640,8
Municipio,San Pedro Carchá,15.71218491,-90.36238098,1,1641,8
Municipio,San Pedro Carchá,15.71759319,-90.35987091,1,1642,8
Municipio,San Pedro Carchá,15.71994781,-90.35702515,1,1643,8
Municipio,San Pedro Carchá,15.72085667,-90.35191345,1,1644,8
Municipio,San Pedro Carchá,15.72188663,-90.34634399,1,1645,8
Municipio,San Pedro Carchá,15.72188663,-90.3421402,1,1646,8
Municipio,San Pedro Carchá,15.72240162,-90.33882141,1,1647,8
Municipio,San Pedro Carchá,15.72441483,-90.33757019,1,1648,8
Municipio,San Pedro Carchá,15.72676373,-90.33110809,1,1649,8
Municipio,San Pedro Carchá,15.72572327,-90.32695007,1,1650,8
Municipio,San Pedro Carchá,15.72261047,-90.32530212,1,1651,8
Municipio,San Pedro Carchá,15.72087955,-90.32110596,1,1652,8
Municipio,San Pedro Carchá,15.7223177,-90.31648254,1,1653,8
Municipio,San Pedro Carchá,15.72364044,-90.31523132,1,1654,8
Municipio,San Pedro Carchá,15.72271442,-90.31269073,1,1655,8
Municipio,San Pedro Carchá,15.71965122,-90.30558777,1,1656,8
Municipio,San Pedro Carchá,15.72132015,-90.29639435,1,1657,8
Municipio,San Pedro Carchá,15.72332287,-90.29336548,1,1658,8
Municipio,San Pedro Carchá,15.72314739,-90.29153442,1,1659,8
Municipio,San Pedro Carchá,15.72096443,-90.2895813,1,1660,8
Municipio,San Pedro Carchá,15.71958065,-90.2869873,1,1661,8
Municipio,San Pedro Carchá,15.71606636,-90.28113556,1,1662,8
Municipio,San Pedro Carchá,15.71306896,-90.27539825,1,1663,8
Municipio,San Pedro Carchá,15.71295071,-90.27444458,1,1664,8
Municipio,San Pedro Carchá,15.70460892,-90.26968384,1,1665,8
Municipio,San Pedro Carchá,15.70361996,-90.2650528,1,1666,8
Municipio,San Pedro Carchá,15.7063818,-90.26255798,1,1667,8
Municipio,San Pedro Carchá,15.70637798,-90.25983429,1,1668,8
Municipio,San Pedro Carchá,15.70872688,-90.25401306,1,1669,8
Municipio,San Pedro Carchá,15.70930386,-90.2505188,1,1670,8
Municipio,San Pedro Carchá,15.71245575,-90.24743652,1,1671,8
Municipio,San Pedro Carchá,15.71452332,-90.2430954,1,1672,8
Municipio,San Pedro Carchá,15.71434498,-90.23297119,1,1673,8
Municipio,San Pedro Carchá,15.7159977,-90.22531128,1,1674,8
Municipio,San Pedro Carchá,15.71887207,-90.217659,1,1675,8
Municipio,San Pedro Carchá,15.72323608,-90.21343231,1,1676,8
Municipio,San Pedro Carchá,15.7292738,-90.21264648,1,1677,8
Municipio,San Pedro Carchá,15.73456573,-90.20960236,1,1678,8
Municipio,San Pedro Carchá,15.73938942,-90.20584869,1,1679,8
Municipio,San Pedro Carchá,15.74168968,-90.20323944,1,1680,8
Municipio,San Pedro Carchá,15.74513245,-90.20037842,1,1681,8
Municipio,San Pedro Carchá,15.75916004,-90.19534302,1,1682,8
Municipio,San Pedro Carchá,15.76743793,-90.19300079,1,1683,8
Municipio,San Pedro Carchá,15.76778412,-90.18499756,1,1684,8
Municipio,San Pedro Carchá,15.76193142,-90.15409851,1,1685,8
Municipio,San Pedro Carchá,15.76070976,-90.13542938,1,1686,8
Municipio,San Pedro Carchá,15.76306152,-90.12885284,1,1687,8
Municipio,San Pedro Carchá,15.76587391,-90.12652588,1,1688,8
Municipio,San Pedro Carchá,15.76782799,-90.12414551,1,1689,8
Municipio,San Pedro Carchá,15.76689339,-90.116745,1,1690,8
Municipio,San Pedro Carchá,15.76896477,-90.11483765,1,1691,8
Municipio,San Pedro Carchá,15.76141644,-90.10225677,1,1692,8
Municipio,San Pedro Carchá,15.76354313,-90.09868622,1,1693,8
Municipio,San Pedro Carchá,15.76117039,-90.09069824,1,1694,8
Municipio,San Pedro Carchá,15.75910091,-90.09046173,1,1695,8
Municipio,San Pedro Carchá,15.75213814,-90.08184814,1,1696,8
Municipio,San Pedro Carchá,15.75465584,-90.0715332,1,1697,8
Municipio,San Pedro Carchá,15.75086212,-90.07058716,1,1698,8
Municipio,San Pedro Carchá,15.75106239,-90.05026245,1,1699,8
Municipio,San Pedro Carchá,15.74407673,-90.03091431,1,1700,8
Municipio,San Pedro Carchá,15.74563789,-90.02972412,1,1701,8
Municipio,San Pedro Carchá,15.74603367,-90.02722931,1,1702,8
Municipio,San Pedro Carchá,15.74218273,-90.02535248,1,1703,8
Municipio,San Pedro Carchá,15.74486542,-90.01271057,1,1704,8
Municipio,San Pedro Carchá,15.7364006,-90.00397491,1,1705,8
Municipio,San Pedro Carchá,15.73869991,-90.00160217,1,1706,8
Municipio,San Pedro Carchá,15.73795509,-90.00048065,1,1707,8
Municipio,San Pedro Carchá,15.73346138,-89.99972534,1,1708,8
Municipio,San Pedro Carchá,15.73432732,-89.99664307,1,1709,8
Municipio,San Pedro Carchá,15.73840618,-89.99538422,1,1710,8
Municipio,San Pedro Carchá,15.73950005,-89.99235535,1,1711,8
Municipio,San Pedro Carchá,15.73477077,-89.98870087,1,1712,8
Municipio,San Pedro Carchá,15.73420334,-89.98812103,1,1713,8
Municipio,San Pedro Carchá,15.73976517,-89.97505188,1,1714,8
Municipio,San Pedro Carchá,15.73683357,-89.97286987,1,1715,8
Municipio,San Pedro Carchá,15.73872089,-89.96860504,1,1716,8
Municipio,San Pedro Carchá,15.74079037,-89.96746826,1,1717,8
Municipio,San Pedro Carchá,15.74526024,-89.95494843,1,1718,8
Municipio,San Pedro Carchá,15.72998047,-89.95684052,1,1719,8
Municipio,San Pedro Carchá,15.72521687,-89.95568085,1,1720,8
Municipio,San Pedro Carchá,15.72220612,-89.95303345,1,1721,8
Municipio,San Pedro Carchá,15.72149467,-89.94421387,1,1722,8
Municipio,San Pedro Carchá,15.72227192,-89.92491913,1,1723,8
Municipio,San Pedro Carchá,15.72069073,-89.91653442,1,1724,8
Municipio,San Pedro Carchá,15.69299698,-89.92173767,1,1725,8
Municipio,San Pedro Carchá,15.68808746,-89.93197632,1,1726,8
Municipio,San Pedro Carchá,15.68393898,-89.93904114,1,1727,8
Municipio,San Pedro Carchá,15.67914391,-89.94722748,1,1728,8
Municipio,San Pedro Carchá,15.67453957,-89.95705414,1,1729,8
Municipio,San Pedro Carchá,15.6720829,-89.96211243,1,1730,8
Municipio,San Pedro Carchá,15.66588879,-89.96639252,1,1731,8
Municipio,San Pedro Carchá,15.66427994,-89.97203064,1,1732,8
Municipio,San Pedro Carchá,15.65405083,-89.97573853,1,1733,8
Municipio,San Pedro Carchá,15.65051842,-89.97905731,1,1734,8
Municipio,San Pedro Carchá,15.64849854,-89.98392487,1,1735,8
Municipio,San Pedro Carchá,15.64744091,-89.9886322,1,1736,8
Municipio,San Pedro Carchá,15.64380169,-89.99478149,1,1737,8
Municipio,San Pedro Carchá,15.62749672,-89.99908447,1,1738,8
Municipio,San Pedro Carchá,15.62490082,-90.00284576,1,1739,8
Municipio,San Pedro Carchá,15.62230492,-90.00775909,1,1740,8
Municipio,San Pedro Carchá,15.61873341,-90.01514435,1,1741,8
Municipio,San Pedro Carchá,15.61637211,-90.02168274,1,1742,8
Municipio,San Pedro Carchá,15.6075983,-90.03211212,1,1743,8
Municipio,San Pedro Carchá,15.60025024,-90.03992462,1,1744,8
Municipio,San Pedro Carchá,15.59510803,-90.04810333,1,1745,8
Municipio,San Pedro Carchá,15.59344864,-90.05747223,1,1746,8
Municipio,San Pedro Carchá,15.5814743,-90.06510162,1,1747,8
Municipio,San Pedro Carchá,15.58447838,-90.05228424,1,1748,8
Municipio,San Pedro Carchá,15.58391285,-90.05003357,1,1749,8
Municipio,San Pedro Carchá,15.56831932,-90.05405426,1,1750,8
Municipio,San Pedro Carchá,15.56761456,-90.06188965,1,1751,8
Municipio,San Pedro Carchá,15.56592369,-90.06820679,1,1752,8
Municipio,San Pedro Carchá,15.5589056,-90.07476044,1,1753,8
Municipio,San Pedro Carchá,15.54997444,-90.07497406,1,1754,8
Municipio,San Pedro Carchá,15.54510975,-90.07400513,1,1755,8
Municipio,San Pedro Carchá,15.54132271,-90.06962585,1,1756,8
Municipio,San Pedro Carchá,15.54013062,-90.06621552,1,1757,8
Municipio,San Pedro Carchá,15.52515697,-90.07007599,1,1758,8
Municipio,San Pedro Carchá,15.51571941,-90.07244873,1,1759,8
Municipio,San Pedro Carchá,15.5081749,-90.07382202,1,1760,8
Municipio,San Pedro Carchá,15.50470448,-90.06082916,1,1761,8
Municipio,San Pedro Carchá,15.5066452,-90.0582428,1,1762,8
Municipio,San Pedro Carchá,15.50545979,-90.05686951,1,1763,8
Municipio,San Pedro Carchá,15.50137615,-90.05523682,1,1764,8
Municipio,San Pedro Carchá,15.49835396,-90.05410004,1,1765,8
Municipio,San Pedro Carchá,15.50133514,-90.04188538,1,1766,8
Municipio,San Pedro Carchá,15.50282097,-90.03373718,1,1767,8
Municipio,San Pedro Carchá,15.5069418,-90.03129578,1,1768,8
Municipio,San Pedro Carchá,15.50805569,-90.0186615,1,1769,8
Municipio,San Pedro Carchá,15.50520515,-90.01508331,1,1770,8
Municipio,San Pedro Carchá,15.50957394,-90.00356293,1,1771,8
Municipio,San Pedro Carchá,15.50628471,-89.99545288,1,1772,8
Municipio,San Pedro Carchá,15.5036726,-89.9967041,1,1773,8
Municipio,San Pedro Carchá,15.48049545,-89.99626923,1,1774,8
Municipio,San Pedro Carchá,15.47668362,-89.99369812,1,1775,8
Municipio,San Pedro Carchá,15.47838211,-89.98934937,1,1776,8
Municipio,San Pedro Carchá,15.48216534,-89.98582459,1,1777,8
Municipio,San Pedro Carchá,15.48268032,-89.98334503,1,1778,8
Municipio,San Pedro Carchá,15.48012066,-89.98339081,1,1779,8
Municipio,San Pedro Carchá,15.46816921,-89.98921967,1,1780,8
Municipio,San Pedro Carchá,15.46715927,-89.99542999,1,1781,8
Municipio,San Pedro Carchá,15.46586037,-90.00042725,1,1782,8
Municipio,San Pedro Carchá,15.4613409,-90.00138092,1,1783,8
Municipio,San Pedro Carchá,15.46076584,-90.00022125,1,1784,8
Municipio,San Pedro Carchá,15.45868587,-89.99676514,1,1785,8
Municipio,San Pedro Carchá,15.45703602,-89.99702454,1,1786,8
Municipio,San Pedro Carchá,15.45266914,-89.99741364,1,1787,8
Municipio,San Pedro Carchá,15.44746304,-89.99212646,1,1788,8
Municipio,San Pedro Carchá,15.44842529,-89.99071503,1,1789,8
Municipio,San Pedro Carchá,15.45281696,-89.98815918,1,1790,8
Municipio,San Pedro Carchá,15.45427322,-89.98458099,1,1791,8
Municipio,San Pedro Carchá,15.45448494,-89.97885132,1,1792,8
Municipio,San Pedro Carchá,15.45384693,-89.97290802,1,1793,8
Municipio,San Pedro Carchá,15.44843388,-89.97213745,1,1794,8
Municipio,San Pedro Carchá,15.44632626,-89.96647644,1,1795,8
Municipio,San Pedro Carchá,15.43756485,-89.96630096,1,1796,8
Municipio,San Pedro Carchá,15.43591022,-89.96374512,1,1797,8
Municipio,San Pedro Carchá,15.43278122,-89.96585083,1,1798,8
Municipio,San Pedro Carchá,15.4306612,-89.97636414,1,1799,8
Municipio,San Pedro Carchá,15.42834091,-89.98638916,1,1800,8
Municipio,San Pedro Carchá,15.42418194,-89.99373627,1,1801,8
Municipio,San Pedro Carchá,15.42012692,-90.00217438,1,1802,8
Municipio,San Pedro Carchá,15.41513443,-90.01182556,1,1803,8
Municipio,San Pedro Carchá,15.41178322,-90.01792145,1,1804,8
Municipio,San Pedro Carchá,15.40950871,-90.03656006,1,1805,8
Municipio,San Pedro Carchá,15.40815735,-90.04677582,1,1806,8
Municipio,San Pedro Carchá,15.40456772,-90.05405426,1,1807,8
Municipio,San Pedro Carchá,15.40005493,-90.05703735,1,1808,8
Municipio,San Pedro Carchá,15.3953476,-90.06143188,1,1809,8
Municipio,San Pedro Carchá,15.39499092,-90.06178284,1,1810,8
Municipio,San Pedro Carchá,15.38941765,-90.07459259,1,1811,8
Municipio,San Pedro Carchá,15.38633919,-90.08100128,1,1812,8
Municipio,San Pedro Carchá,15.38235092,-90.08673096,1,1813,8
Municipio,San Pedro Carchá,15.37841892,-90.09363556,1,1814,8
Municipio,San Pedro Carchá,15.38782501,-90.10659027,1,1815,8
Municipio,San Pedro Carchá,15.38964844,-90.11348724,1,1816,8
Municipio,San Pedro Carchá,15.39151001,-90.12177277,1,1817,8
Municipio,San Pedro Carchá,15.39279366,-90.13092041,1,1818,8
Municipio,San Pedro Carchá,15.39463139,-90.14064026,1,1819,8
Municipio,San Pedro Carchá,15.39397907,-90.15133667,1,1820,8
Municipio,San Pedro Carchá,15.39714241,-90.15779114,1,1821,8
Municipio,San Pedro Carchá,15.40012646,-90.15948486,1,1822,8
Municipio,San Pedro Carchá,15.40659142,-90.16384888,1,1823,8
Municipio,San Pedro Carchá,15.40765762,-90.16997528,1,1824,8
Municipio,San Pedro Carchá,15.4049778,-90.17668915,1,1825,8
Municipio,San Pedro Carchá,15.40332127,-90.18048096,1,1826,8
Municipio,San Pedro Carchá,15.40660954,-90.18499756,1,1827,8
Municipio,San Pedro Carchá,15.4130249,-90.18908691,1,1828,8
Municipio,San Pedro Carchá,15.42003822,-90.19439697,1,1829,8
Municipio,San Pedro Carchá,15.42320442,-90.19970703,1,1830,8
Municipio,San Pedro Carchá,15.42445755,-90.20191193,1,1831,8
Municipio,San Pedro Carchá,15.4265976,-90.20102692,1,1832,8
Municipio,San Pedro Carchá,15.42570686,-90.19697571,1,1833,8
Municipio,San Pedro Carchá,15.42805576,-90.19631195,1,1834,8
Municipio,San Pedro Carchá,15.43131542,-90.20502472,1,1835,8
Municipio,San Pedro Carchá,15.43123055,-90.21276093,1,1836,8
Municipio,San Pedro Carchá,15.43133831,-90.22341156,1,1837,8
Municipio,San Pedro Carchá,15.43299103,-90.23190308,1,1838,8
Municipio,San Pedro Carchá,15.43499565,-90.24278259,1,1839,8
Municipio,San Pedro Carchá,15.43797493,-90.25238037,1,1840,8
Municipio,San Pedro Carchá,15.44073963,-90.25812531,1,1841,8
Municipio,San Pedro Carchá,15.44191647,-90.25979614,1,1842,8
Municipio,San Pedro Carchá,15.44294834,-90.26724243,1,1843,8
Municipio,San Pedro Carchá,15.44083118,-90.27224731,1,1844,8
Municipio,San Pedro Carchá,15.4371233,-90.27313232,1,1845,8
Municipio,San Pedro Carchá,15.43822384,-90.27787018,1,1846,8
Municipio,San Pedro Carchá,15.43705654,-90.28146362,1,1847,8
Municipio,San Pedro Carchá,15.43684196,-90.28318024,1,1848,8
Municipio,San Pedro Carchá,15.4372797,-90.28419495,1,1849,8
Municipio,San Pedro Carchá,15.43671036,-90.28858948,1,1850,8
Municipio,San Pedro Carchá,15.43776321,-90.29657745,1,1851,8
Municipio,San Pedro Carchá,15.44181061,-90.30157471,1,1852,8
Municipio,San Pedro Carchá,15.44181538,-90.30438995,1,1853,8
Municipio,San Pedro Carchá,15.43834686,-90.31008911,1,1854,8
Municipio,San Pedro Carchá,15.44425869,-90.32695007,1,1855,8
Municipio,San Pedro Carchá,15.46665573,-90.33240509,1,1856,8
Municipio,San Pedro Carchá,15.47215271,-90.33142853,1,1857,8
Municipio,San Pedro Carchá,15.47162437,-90.33570099,1,1858,8
Municipio,San Pedro Carchá,15.47382832,-90.33840942,1,1859,8
Municipio,San Pedro Carchá,15.47603035,-90.33638763,1,1860,8
Municipio,San Pedro Carchá,15.47754765,-90.33680725,1,1861,8
Municipio,San Pedro Carchá,15.47729206,-90.33907318,1,1862,8
Municipio,San Pedro Carchá,15.47826099,-90.33927917,1,1863,8
Municipio,San Pedro Carchá,15.48062229,-90.33831024,1,1864,8
Municipio,San Pedro Carchá,15.48249817,-90.33879089,1,1865,8
Municipio,San Pedro Carchá,15.48305416,-90.34103394,1,1866,8
Municipio,San Pedro Carchá,15.48364162,-90.34106445,1,1867,8
Municipio,San Pedro Carchá,15.48670292,-90.34046173,1,1868,8
Municipio,San Pedro Carchá,15.49804592,-90.3431778,1,1869,8
Municipio,San Pedro Carchá,15.49739933,-90.34633636,1,1870,8
Municipio,San Pedro Carchá,15.49930668,-90.34662628,1,1871,8
Municipio,San Pedro Carchá,15.50004673,-90.34693146,1,1872,8
Municipio,San Pedro Carchá,15.49944973,-90.35002136,1,1873,8
Municipio,San Pedro Carchá,15.50053978,-90.35027313,1,1874,8
Municipio,San Pedro Carchá,15.50232887,-90.3497467,1,1875,8
Municipio,San Pedro Carchá,15.50368023,-90.34791565,1,1876,8
Municipio,San Pedro Carchá,15.50623131,-90.34703064,1,1877,8
Municipio,San Pedro Carchá,15.51002789,-90.34751129,1,1878,8
Municipio,San Pedro Carchá,15.51767159,-90.36068726,1,1879,8
Municipio,San Pedro Carchá,15.52501297,-90.35678101,1,1880,8
Municipio,San Pedro Carchá,15.53062916,-90.35140228,1,1881,8
Municipio,San Pedro Carchá,15.53337669,-90.34677887,1,1882,8
Municipio,San Pedro Carchá,15.53286743,-90.3420639,1,1883,8
Municipio,San Pedro Carchá,15.53513908,-90.33493805,1,1884,8
Municipio,San Pedro Carchá,15.54099941,-90.32730865,1,1885,8
Municipio,San Pedro Carchá,15.56917381,-90.34276581,1,1886,8
Municipio,San Pedro Carchá,15.58730602,-90.34333801,1,1887,8
Municipio,San Pedro Carchá,15.59261894,-90.34381104,1,1888,8
Municipio,San Pedro Carchá,15.59692383,-90.34462738,1,1889,8
Municipio,San Pedro Carchá,15.60460281,-90.35211182,1,1890,8
Municipio,San Pedro Carchá,15.60726738,-90.36312866,1,1891,8
Municipio,San Pedro Carchá,15.61538982,-90.36772919,1,1892,8
Municipio,San Pedro Carchá,15.6157093,-90.37306976,1,1893,8
Municipio,San Pedro Carchá,15.62363815,-90.37548065,1,1894,8
Municipio,San Pedro Carchá,15.62829208,-90.38103485,1,1895,8
Municipio,San Pedro Carchá,15.63393307,-90.38260651,1,1896,8
Municipio,San Pedro Carchá,15.63883305,-90.38106537,1,1897,8
Municipio,San Pedro Carchá,15.64166069,-90.37934875,1,1898,8
Municipio,San Pedro Carchá,15.64408016,-90.37513733,1,1899,8
Municipio,San Pedro Carchá,15.64292622,-90.37244415,1,1900,8
Municipio,San Pedro Carchá,15.64591694,-90.37059021,1,1901,8
Municipio,San Pedro Carchá,15.64547443,-90.36761475,1,1902,8
Municipio,San Pedro Carchá,15.64684391,-90.36703491,1,1903,8
Municipio,San Pedro Carchá,15.65096855,-90.36219788,1,1904,8
Municipio,San Pedro Carchá,15.65511513,-90.35752106,1,1905,8
Municipio,San Pedro Carchá,15.65943241,-90.35684967,1,1906,8
Municipio,San Pedro Carchá,15.66180897,-90.3531723,1,1907,8
Municipio,San Pedro Carchá,15.66475105,-90.35020447,1,1908,8
Municipio,San Pedro Carchá,15.66792393,-90.34723663,1,1909,8
Municipio,San Pedro Carchá,15.67986393,-90.35242462,1,1910,8
Municipio,San Pedro Carchá,15.67642975,-90.36555481,1,1911,8
Municipio,San Pedro Carchá,15.67995262,-90.36692047,1,1912,8
Municipio,San Pedro Carchá,15.69072723,-90.36096954,1,1913,8
Municipio,San Pedro Carchá,15.69590855,-90.36256409,1,1914,8
Municipio,Santa Cruz Verapaz,15.37545204,-90.39007568,1,1915,9
Municipio,Santa Cruz Verapaz,15.35016155,-90.40055084,1,1916,9
Municipio,Santa Cruz Verapaz,15.34321308,-90.39809418,1,1917,9
Municipio,Santa Cruz Verapaz,15.33632565,-90.40045166,1,1918,9
Municipio,Santa Cruz Verapaz,15.33423996,-90.39875793,1,1919,9
Municipio,Santa Cruz Verapaz,15.33191967,-90.39954376,1,1920,9
Municipio,Santa Cruz Verapaz,15.33089733,-90.40170288,1,1921,9
Municipio,Santa Cruz Verapaz,15.32016373,-90.40415192,1,1922,9
Municipio,Santa Cruz Verapaz,15.3188858,-90.38899994,1,1923,9
Municipio,Santa Cruz Verapaz,15.31239891,-90.39413452,1,1924,9
Municipio,Santa Cruz Verapaz,15.3090601,-90.40483856,1,1925,9
Municipio,Santa Cruz Verapaz,15.30111504,-90.40586853,1,1926,9
Municipio,Santa Cruz Verapaz,15.28431416,-90.39412689,1,1927,9
Municipio,Santa Cruz Verapaz,15.27854347,-90.3874588,1,1928,9
Municipio,Santa Cruz Verapaz,15.25949764,-90.37875366,1,1929,9
Municipio,Santa Cruz Verapaz,15.26930141,-90.40294647,1,1930,9
Municipio,Santa Cruz Verapaz,15.27238655,-90.4034729,1,1931,9
Municipio,Santa Cruz Verapaz,15.27591038,-90.40029144,1,1932,9
Municipio,Santa Cruz Verapaz,15.27964115,-90.4030838,1,1933,9
Municipio,Santa Cruz Verapaz,15.27932358,-90.40698242,1,1934,9
Municipio,Santa Cruz Verapaz,15.28116131,-90.4119339,1,1935,9
Municipio,Santa Cruz Verapaz,15.28277969,-90.41680145,1,1936,9
Municipio,Santa Cruz Verapaz,15.27982616,-90.42023468,1,1937,9
Municipio,Santa Cruz Verapaz,15.2813549,-90.42393494,1,1938,9
Municipio,Santa Cruz Verapaz,15.28151035,-90.42736816,1,1939,9
Municipio,Santa Cruz Verapaz,15.28191376,-90.43517303,1,1940,9
Municipio,Santa Cruz Verapaz,15.28255939,-90.44229126,1,1941,9
Municipio,Santa Cruz Verapaz,15.28230095,-90.44629669,1,1942,9
